text,label
"By 6 April 2020 at least 20 mobile phone masts in the UK had been vandalised since the previous Thursday. Because of slow rollout of 5G in the UK, many of the damaged masts had only 3G and 4G equipment.[160] Mobile phone and home broadband operators estimated there were at least 30 incidents of confronting engineers maintaining equipment in the week up to 6 April. Facebook has deleted multiple messages encouraging attacks on 5G equipment.",pos
"There was a decrease of nearly 21 million cellphone subscriptions among the three largest cellphone carriers in China, which led to the spread of misinformation that this is evidence for millions of deaths due to the coronavirus in China.",neg
"Constituent Assembly member Elvis Méndez declared that the coronavirus was a ""bacteriological sickness created in '89, in '90 and historically"" and that it was a sickness ""inoculated by the gringos"". Méndez theorized that the virus was a weapon against Latin America and China and that its purpose was ""to demoralize the person, to weaken to install their system""",neg
"Some good news: states that started social distancing early and aggressively, like California, have avoided overwhelmed health care systems. It’s critical that we continue to listen to the evidence and experts and practice social distancing.",pos
"Only wear a mask if you are ill with COVID-19 symptoms (especially coughing) or looking after someone who may have COVID-19. Disposable face mask can only be used once. If you are not ill or looking after someone who is ill then you are wasting a mask. There is a world-wide shortage of masks, so WHO urges people to use masks wisely.",pos
Older adults and people of any age who have serious underlying medical conditions may be,pos
A social media joke suggesting that lions had been freed to keep people off the streets in Moscow was passed around as if it were true.,neg
Turks area immune to covid-19,neg
preparing food.,pos
far-right extremists intentionally spreading the coronavirus mentioned blame being assigned to Jews and Jewish leaders for causing the pandemic and several statewide shutdowns across the US,neg
"A number of allegations have emerged on the link between the virus and Wuhan Institute of Virology, among these is that the virus was an accidental leakage from WIV",neg
"Later research published on January 20, 2020 indicated that among officially confirmed cases, human-to-human transmission may have started in December of the previous year, and the delay of disclosure on the results until then, rather than earlier in January, was met with criticism towards health authorities.",pos
Consuming alcoholic beverages may help reduce the risk of infection by the novel coronavirus,neg
"At the time, SARS-CoV-2 had been spreading in the United States undetected for weeks,[226] and new vaccine development may require a minimum of a year to prove safety and efficacy to gain regulatory approval.",pos
"CDC recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies), especially in areas of significant community-based transmission.",pos
Keeping distance from others is especially important for people who are at higher risk of getting very sick.,pos
Stay at least 6 feet (2 meters) from other people,pos
Drinking alcohol does not protect you against COVID-19 and can be dangerous,pos
Pandemic caused Venice’s water to be clear so the swans returned,neg
Institut Pasteur in France invented COVID-19,neg
Everyone Should washing hands with soap and water,pos
Testing results may be helpful to inform decision-making about who you come in contact with.,pos
Stay home as much as possible,pos
"From the evidence so far, the COVID-19 virus can be transmitted in ALL AREAS, including areas with hot and humid weather. Regardless of climate, adopt protective measures if you live in, or travel to an area reporting COVID-19. The best way to protect yourself against COVID-19 is by frequently cleaning your hands. By doing this you eliminate viruses that may be on your hands and avoid infection that could occur by then touching your eyes, mouth, and nose.",pos
Between people who are in close contact with one another (within about 6 feet).,pos
"There is no direct link between the virus and the beer brand, but rather, both names draw upon the Latin corona, meaning 'crown'.",pos
"If you test positive for COVID-19, see If You Are Sick or Caring for Someone.",pos
"Garlic is a healthy food that may have some antimicrobial properties. However, there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus.",pos
Ecuadorean doctor develops vaccine 3/3,neg
"While some western, traditional or home remedies may provide comfort and alleviate symptoms of COVID-19, there is no evidence that current medicine can prevent or cure the disease. WHO does not recommend self-medication with any medicines, including antibiotics, as a prevention or cure for COVID-19. However, there are several ongoing clinical trials that include both western and traditional medicines. WHO will continue to provide updated information as soon as clinical findings are available.",pos
Arsenic album-30 homeopathic medicine can prevent coronavirus,neg
"In fact, data from the Centers for Disease Control and Prevention (CDC) showed that in the United States, of almost 2,500 people with COVID-19 whose ages were known, 29 percent were 20 to 44 years old.",pos
"Another viral Indian video clip showed a pod of humpback whales allegedly returning to the Arabian Sea offshore from Mumbai following the shutdown of shipping routes; however, this video was found to have actually been taken in 2019 in the Java Sea.",pos
Possible vaccines and some specific drug treatments are under investigation. They are being tested through clinical trials. WHO is coordinating efforts to develop vaccines and medicines to prevent and treat COVID-19.,pos
"Take a deep breath and hold your breath for more than 10 seconds. If you complete it successfully without coughing, without discomfort, stiffness or tightness, it proves there is no fibrosis in the lungs, basically indicates no infection",neg
avoiding eating ice cream will prevent,neg
aspirating boiling water vapor for five minutes deactivates the coronavirus,neg
"In addition, the Department of Defense has deployed the U.S.N.S. Comfort to New York and the U.S.N.S. Mercy to Los Angeles.",pos
Green chiretta can cure,neg
Pence urges people with coronavirus to go to police 3/2,neg
"On February 27, 2020, the Estonian Minister of the Interior Mart Helme stated at a government press conference that the common cold had been renamed as the coronavirus and that in his youth nothing like that existed. He recommended wearing warm socks and mustard patches as well as spreading goose fat on one's chest as treatments for the virus. Helme also said that the virus would pass within a few days to a week just like the common cold",neg
"taking ibuprofen makes COVID-19 worse, especially in new patients",neg
"Antibiotics do not work against viruses, they only work on bacterial infections. COVID-19 is caused by a virus, so antibiotics do not work. Antibiotics should not be used as a means of prevention or treatment of COVID-19. They should only be used as directed by a physician to treat a bacterial infection.",pos
"Around the same time that the ""airtight"" claim was made, SARS-CoV-2 was already past containment; the first case of community spread of the virus had been confirmed, and it was spreading faster than severe acute respiratory syndrome coronavirus, with a case fatality rate at least seven times the rate for seasonal flu.",pos
"The WHO reported as of February 5, 2020 that amid news reports of ""breakthrough"" drugs being discovered to treat people infected with the virus, there were no known effective treatments; this included antibiotics and herbal remedies not being useful. Scientists are working to develop a vaccine, but as of March 18, 2020, no vaccine candidates have completed clinical trials.",pos
COVID-19 is a new disease and we are still learning about how it spreads and the severity of illness it causes.,pos
Black tea can prevent,neg
It is still too early to say whether cats could be the intermediate host in the transmission of the COVID-19.,pos
"Through respiratory droplets produced when an infected person coughs, sneezes or talks.",pos
"Chloroform and ether based drug loló was said to cure the disease in messages spread in Brazil. Other so called cures in messages spreading in Brazil were avocado and mint tea, hot whiskey and honey, essential oils, vitamins C and D, fennel tea (supposedly similar to the medicine Tamiflu, according to a false e-mail attributed to a hospital director) and cocaine",neg
"Avoid large and small gatherings in private places and public spaces, such a friend’s house, parks, restaurants, shops, or any other place. This advice applies to people of any age, including teens and younger adults. Children should not have in-person playdates while school is out. To help maintain social connections while social distancing, learn tips to keep children healthy while school’s out.",pos
It is dangerous to eat in a Chinese restaurant (more so than other restaurants),neg
"Symptoms of COVID-19 usually show up from two to 14 days after exposure to the new coronavirus, but some people who are infected do not develop symptoms or feel ill.",pos
"many of his younger patients are overweight and have unmanaged diabetes, high blood pressure, or heart disease.",pos
COVID-19 is just another flu.,neg
"You can catch COVID-19, no matter how sunny or hot the weather is. Countries with hot weather have reported cases of COVID-19. To protect yourself, make sure you clean your hands frequently and thoroughly and avoid touching your eyes, mouth, and nose. ",pos
Hand dryers are effective in killing off the SARS-CoV-2 virus,neg
"Flattening the curve refers to using protective practices to slow the rate of COVID-19 infection so hospitals have room, supplies and doctors for all of the patients who need care.",pos
Coronavirus is spread only by coughing and sneezing,neg
"Coronaviruses are a large family of viruses which may cause illness in animals or humans.  In humans, several coronaviruses are known to cause respiratory infections ranging from the common cold to more severe diseases such as Middle East Respiratory Syndrome (MERS) and Severe Acute Respiratory Syndrome (SARS). The most recently discovered coronavirus causes coronavirus disease COVID-19.",pos
"Politician Igor Nikulin made rounds on Russian television and news media, arguing that Wuhan was chosen for the attack because the presence of a BSL-4 virus lab provided a cover story for the Pentagon and CIA about a Chinese bio-experiment leak.[63",neg
methanol consumption would cure or protect against coronavirus,neg
"While most people with COVID-19 develop mild or uncomplicated illness, WHO reports that about 14 percent of people infected will develop severe disease and need to be hospitalized, with 5 percent ending up in an intensive care unit.",pos
"People of all ages can be infected by the new coronavirus (2019-nCoV). Older people, and people with pre-existing medical conditions (such as asthma, diabetes, heart disease) appear to be more vulnerable to becoming severely ill with the virus. ",pos
Coronavirus will be cured after 14 hours of curfew,neg
"COVID-19 outbreaks can be contained and transmission stopped, as has been shown in China and some other countries. Unfortunately, new outbreaks can emerge rapidly. It’s important to be aware of the situation where you are or intend to go. WHO publishes daily updates on the COVID-19 situation worldwide.",pos
hand dryers are NOT effective in killing the new coronavirus?,pos
"No evidence supports that SARS-CoV 2 can survive for prolonged periods of time (like what might happen during shipping) on surfaces, and Costco has not issued such a recall.",pos
"Brigadier General Gholam Reza Jalali, head of Iranian Civil Defense Organization, claimed that the coronavirus is likely a biological attack on China and Iran with economic goals.",neg
"If you need to shop for food or medicine at the grocery store or pharmacy, stay at least 6 feet away from others.",pos
The SARS-CoV-2 virus can be transmitted through mosquito bite,neg
SARS was more deadly but much less infectious than COVID-19. There have been no outbreaks of SARS anywhere in the world since 2003.,pos
"Use mail-order for medications, if possible.",pos
SARS-CoV-2 is mutating faster than normal viruses ,neg
"While the effectiveness of sanitiser depends on the specific ingredients, most hand sanitiser sold commercially does destroy the coronavirus.",pos
"On February 25, Trump said, ""I think that whole situation will start working out. We're very close to a vaccine.""",neg
"And while many patients of the coronavirus do have a dry cough, those with coronavirus pneumonia also have had or could have a productive, or ""wet,"" cough which produces phlegm (sputum)",pos
Pandemic caused Venice’s water to be clear so the dolphins returned,neg
The virus was created by people.,neg
"There is no reason to believe that cold weather can kill the new coronavirus or other diseases. The normal human body temperature remains around 36.5°C to 37°C, regardless of the external temperature or weather. The most effective way to protect yourself against the new coronavirus is by frequently cleaning your hands with alcohol-based hand rub or washing them with soap and water.",pos
Oman helicopters are spraying pesticides to eliminate coronavirus,neg
"drinking lemon with water can be used to prevent the coronavirus and cancer, as it increases vitamin C levels.",neg
Egypt developed cure (doctor developed a fluid),neg
"virus was part of a Chinese biological weapons program, based at the Wuhan Institute of Virology (WIV).",neg
Most common EPA-registered household disinfectants will work. Use disinfectants appropriate for the surface.,pos
The outbreak of covid 19 is not real,neg
"Demand for chloroquine in Lagos, Nigeria sharply increased after Trump's comments, with three people overdosing by March 23. A married couple in their 60s living in the state of Arizona ingested a fish tank cleaner product containing chloroquine phosphate; the man died while the woman survived in critical condition. The woman stated that they intended to self-medicate against the coronavirus after hearing Trump tout the potential benefits of chloroquine during a public briefing.",pos
5G technology does NOT cause coronavirus.,pos
"Cancelling events that are likely to draw crowds is an example of social and physical distancing. Social distancing is deliberately increasing the physical space between people to avoid spreading illness. Staying at least six feet away from other people lessens your chances of catching COVID-19. Wear a cloth face covering where social distancing can’t be practiced, especially in areas of significant community-based transmission.",pos
"The Inverse reported that ""Christopher Bouzy, the founder of Bot Sentinel, conducted a Twitter analysis for Inverse and found [online] bots and trollbots are making an array of false claims. These bots are claiming China intentionally created the virus, that it's a biological weapon, that Democrats are overstating the threat to hurt Donald Trump and more.",neg
Washing your hands with soap and water or using alcohol-based hand rub kills viruses that may be on your hands.,pos
"In February 2020, US Senator Tom Cotton (R-AR) and Francis Boyle, a law professor, suggested that the virus may have been a Chinese bioweapon",neg
Cold weather and snow can kill off the SARS-CoV-2 virus,neg
"Clinicians should work with their state and local health departments to coordinate testing through public health laboratories, or work with clinical or commercial laboratories.",pos
CDC admits coronavirus originated in the US,neg
"In addition to everyday steps to prevent COVID-19, keeping space between you and others is one of the best tools we have to avoid being exposed to this virus and slowing its spread locally and across the country and world.",pos
China's internet about COVID-19 being the CIA's creation to keep China down,neg
An alkaline diet prevents,neg
"Based on current evidence, human to human transmission remains the main driver;",pos
Filipino student develops vaccine and gets 5million US from Alibaba founder Jack Ma,neg
Put distance between yourself and other people.,pos
In Spain – free internet during 60 days due to quarantine,neg
"Bedford further explained, ""The most likely scenario, based on genetic analysis, was that the virus was transmitted by a bat to another mammal between 20–70 years ago. This intermediary animal—not yet identified—passed it on to its first human host in the city of Wuhan in late November or early December 2019"".",pos
"A large number of people becoming very sick over the course of a few days could overwhelm a hospital or care facility. Too many people becoming severely ill with COVID-19 at roughly the same time could result in a shortage of hospital beds, equipment or doctors.",pos
Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air. ,pos
"If you test negative for COVID-19, you probably were not infected at the time your specimen was collected. However, that does not mean you will not get sick. It is possible that you were very early in your infection at the time of your specimen collection and that you could test positive later, or you could be exposed later and then develop illness. ",pos
"the virus was invented in Latvia, that it was used by Communist Party of China to curb protests in Hong Kong, that it was introduced intentionally to reduce the number of elder people in Italy, that it was targeted against the Yellow Vests movement, and many others.",neg
You can recover from the coronavirus disease (COVID-19). Catching the new coronavirus DOES NOT mean you will have it for life.,pos
I Need To Register With FEMA In Order To Be Considered For COVID-19 Help From The U.S. Small Business Administration?,neg
"While it may be disappointing to hear that so many sports events, cruises, festivals and other gatherings are being cancelled, there is a public health reason for these measures. These cancellations help stop or slow down the spread of disease allowing the health care system to more readily care for patients over time.",pos
Corona virus is just a cold ,neg
"In early February, a decade-old map illustrating a hypothetical viral outbreak published by the World Population Project (part of the University of Southampton) represented the 2020 coronavirus outbreak.",neg
Supermarkets are recalling coronavirus-infected toilet paper,neg
consuming boiled ginger with an empty stomach can kill the coronavirus.,neg
"The most common symptoms of COVID-19 are dry cough, tiredness and fever. Some people may develop more severe forms of the disease, such as pneumonia. The best way to confirm if you have  the virus producing COVID-19 disease is with a laboratory test.  You cannot confirm it with this breathing exercise, which can even be dangerous.",pos
"Although older people and those who are immunosuppressed are at greatest risk for complications, younger Americans aren’t entirely safe.",pos
Saddam Hussein in 90s told his cabinet that US threatened to spread coronavirus if he didn’t follow US commands,neg
spraying chlorine on body prevents coronavirus ,neg
the coronavirus outbreak was cover-up for a 5G-related illness,neg
drinking or washing in sesame oil prevents coronavirus ,neg
"It’s important to know what to do if you feel sick. The coronavirus pandemic is making everyone aware of handwashing and protecting others from coughs and sneezes. Along with those essential steps, practices such as social and physical distancing, and self-quarantine and isolation when appropriate can slow the rate of infection in a city, town or community.",pos
Fibrosis only develops in the minority of patients and 80 percent of coronavirus patients experience only the mild symptoms of the disease,pos
"Washing your hands, avoiding touching your face, and practicing social distancing are the best ways to protect yourself from the new coronavirus.",pos
spraying normal drinking alcohol on body will prevent,neg
"Stay aware of the latest information on the COVID-19 outbreak, available on the WHO website and through your national and local public health authority. Many countries around the world have seen cases of COVID-19 and several have seen outbreaks. Authorities in China and some other countries have succeeded in slowing or stopping their outbreaks. However, the situation is unpredictable so check regularly for the latest news.",pos
Do NOT use a facemask meant for a healthcare worker.,pos
Another viral Indian video clip showed a pod of humpback whales allegedly returning to the Arabian Sea offshore from Mumbai following the shutdown of shipping routes.,neg
there is no risk to mass public gatherings as the virus is impossible to contract outdoors,neg
"Following the first reported case of COVID-19 in Nigeria on February 28, untested cures and treatments began to spread via platforms like WhatsApp.[200] There were also claims that chloroquine was used to cure over 12,000 COVID-19 patients.",neg
15 minutes in Sauna will kill the virus,neg
Work from home when possible.,pos
"Until the source of this virus is identified and controlled, there is a risk of reintroduction of the virus in the human population and the risk of new outbreaks like the ones we are currently experiencing.",pos
"It was also reported that a right-wing populist party leader of the party Greek Solution, Kyriakos Velopoulos, sells a hand cream via his TV shop, which supposedly would completely kill COVID-19.",neg
"If you are in a private setting and do not have on your cloth face covering, remember to always cover your mouth and nose with a tissue when you cough or sneeze or use the inside of your elbow. Throw used tissues in the trash. Immediately wash your hands with soap and water for at least 20 seconds. If soap and water are not readily available, clean your hands with a hand sanitizer that contains at least 60% alcohol.",pos
Stay home when you are sick.,pos
"Don’t trust anyone who offers financial help and then asks for money or personal information. Federal and local disaster workers do not solicit or accept money. The Department of Homeland Security, FEMA, U.S. Health and Human Services and the Centers for Disease Control staff never charge for disaster assistance.",pos
"Researchers are studying the new coronavirus to learn more about how it infects people. As of this writing, the World Health Organization (WHO) says that the likelihood of becoming infected with COVID-19 from a commercial package is low since it has likely traveled over several days and been exposed to different temperatures and conditions during transit.",pos
"“Of course, such an attitude ignores the potential for SARS-CoV-2 carriers with mild illness and those who are asymptomatic to transmit it to people who are more vulnerable, which is a kind of narcissistic or self-centered perspective that’s not unusual when we’re young. So there are many factors that allow us to discount risk during the early stages of a new infectious disease,”",pos
Africans are immune,neg
Putting an opinion in your room can prevent,neg
Coronavirus activates all bacterias and viruses in your body,neg
"To date, there is no vaccine and no specific antiviral medicine to prevent or treat COVID-2019. However, those affected should receive care to relieve symptoms. People with serious illness should be hospitalized. Most patients recover thanks to supportive care.",pos
Chloroquine in any amount can cure Covid 19,neg
"Claims that The Simpsons had predicted the coronavirus pandemic in 1993, accompanied by a doctored screenshot from the show.",neg
The virus that causes COVID-19 is spreading very easily and sustainably between people.,pos
"If you develop emergency warning signs for COVID-19 get medical attention immediately. Emergency warning signs include*: Trouble breathing, Persistent pain or pressure in the chest, New confusion or inability to arouse, Bluish lips or face. This list is not all inclusive. Please consult your medical provider for any other symptoms that are severe or concerning.",pos
"Currently, there are no Food and Drug Administration (FDA) approved drugs specifically for the treatment of COVID-19. Researchers are studying new drugs, and drugs that are already approved for other health conditions, as possible treatments for COVID-19. The Centers for Disease Control and Prevention has more information for health care providers about these potential treatments.",neg
"To date there has been no information nor evidence to suggest that the new coronavirus could be transmitted by mosquitoes. The new coronavirus is a respiratory virus which spreads primarily through droplets generated when an infected person coughs or sneezes, or through droplets of saliva or discharge from the nose. To protect yourself, clean your hands frequently with an alcohol-based hand rub or wash them with soap and water. Also, avoid close contact with anyone who is coughing and sneezing.",pos
using a hand dryer will kill corona virus,neg
Zionist elements developed a deadlier strain of coronavirus against Iran,neg
"The pandemic can seem overwhelming, but in truth, every person can help slow down the spread of COVID-19. By doing your part, you can make a big difference to your health, and that of others around you.",pos
eating raw garlic will prevent ,neg
"It is not certain how long the virus that causes COVID-19 survives on surfaces, but it seems to behave like other coronaviruses. Studies suggest that coronaviruses (including preliminary information on the COVID-19 virus) may persist on surfaces for a few hours or up to several days. This may vary under different conditions (e.g. type of surface, temperature or humidity of the environment).",pos
To determine if you are a first responder or healthcare worker you will need to provide your official workplace photo ID in order to be priority tested for COVID-19 at a Community Based Testing Center (CBTS). ,pos
Pierre noted that early reports focused on seniors and people with underlying issues as the most at risk of death from COVID-19. This contributed to young Americans feeling safe from the virus and carrying on with their lives as usual.,pos
Rash is not noted to be a coronavirus symptom. More understanding of COVID-19 may reveal additional signs or symptoms.,pos
"In other words, a negative test result does not rule out getting sick later.",pos
"The virus that causes COVID-19 is mainly transmitted through droplets generated when an infected person coughs, sneezes, or speaks. These droplets are too heavy to hang in the air. They quickly fall on floors or surfaces. ",pos
A vaccine to cure COVID-19 is available.,neg
All human interaction needs to be stopped,neg
"Do not give out your Medicare, Medicaid, or Social security numbers. And be cautious about any unsolicited requests for your personal information. If you think you need to be tested for the Coronavirus, please call your doctor, who can advise you on what tests you may need.",pos
"You might be asked to practice self-quarantine if you have recently returned from traveling to a part of the country or the world where COVID-19 is spreading rapidly, or if you have knowingly been exposed to an infected person.",pos
“Gale of the wind” and neem tree leaves can prevent corona virus,neg
"Jerry Falwell Jr., the president of Liberty University, promoted a conspiracy theory on Fox News that North Korea and China conspired together to create the coronavirus.[54] He also said that people were overreacting to the coronavirus outbreak and that Democrats were trying to use the situation to harm President Trump.",neg
"the coronavirus ""can only survive in cold temperatures, so the Caribbean is a fantastic choice for your next cruise"", that ""scientists and medical professionals have confirmed that the warm weather of the spring will be the end of the coronavirus"", and that the virus ""cannot live in the amazingly warm and tropical temperatures that your cruise will be sailing to",neg
using cocaine prevents/cures,neg
People with type-A blood are more prone to get coronavirus,neg
"However, SARS-CoV, the virus which caused the SARS outbreak in 2003, jumped from an animal reservoir (civet cats, a farmed wild animal) to humans and then spread between humans. In a similar way, it is thought that SARS-CoV-2 jumped the species barrier and initially infected humans, but more likely through an intermediate host, that is another animal species more likely to be handled by humans - this could be a domestic animal, a wild animal, or a domesticated wild animal and, as of yet, has not been identified.",pos
Turkish raki prevents,neg
"Jews and Zionists had created COVID-19, avian flu, and Crimean–Congo hemorrhagic fever to ""design the world, seize countries, [and] neuter the world's population""",neg
Avoid close contact with people who are sick,pos
"Antibiotics do not work against viruses, only bacteria.",pos
having a flu shot will prevent you from getting the disease,neg
taking MMS (which contains chlorine dioxide) can cure,neg
"naturopath Sherrill Sellman, a guest on his show, falsely stated that it ""hasn't been tested on this strain of the coronavirus, but it's been tested on other strains of the coronavirus and has been able to eliminate it within 12 hours.""",neg
There’s nothing we can do until a vaccine is invented.,neg
The cloth face cover is meant to protect other people in case you are infected.,pos
"“A person who is young is less likely to have severe disease. But we are very disturbed to see a fair number of younger individuals below the age of 60 — in their 30s and 40s — and some of whom are deeply affected, critically ill, on respirators, and requiring extraordinary amounts of medical care and resources, who are getting this infection,” said Hirsch.",pos
Ensure the proper side of the mask faces outwards (the coloured side).,pos
"there is no evidence that acetic acid is effective against the virus"" and, even if there was, ""its concentration in common household vinegar is low""",pos
"Raúl Rodolfo Abhduz Khan, biochemical engineer from Karmalah Laboratories, is the creator of coronavirus.",neg
It is dangerous to receive packages from china,neg
Military in Philadelphia are preparing to invoke martial law and bring citizens to FEMA camps,neg
"Most of the people who catch COVID-19 can recover and eliminate the virus from their bodies. If you catch the disease, make sure you treat your symptoms. If you have cough, fever, and difficulty breathing, seek medical care early – but call your health facility by telephone first. Most patients recover thanks to supportive care.",pos
"SARS is biological warfare conducted by the US against China. Some of these articles claim that BGI Group from China sold genetic information of the Chinese people to the US, with the US then being able to deploy the virus specifically targeting the genome of Chinese individuals",neg
Police in China kill covid-19 patients 3/2,neg
"UV-C light, chlorine, and high (over 56 °C) temperatures can be used on humans to kill the coronavirus.",neg
Diseases can make anyone sick regardless of their race or ethnicity. ,pos
"Police in New Jersey, United States reported incidents of criminals knocking on people's doors and claiming to be from the CDC. They then attempt to sell products at inflated prices or otherwise scam victims under the guise of educating and protecting the public from the coronavirus.",pos
"What is social distancing? two people with masks on 6 feet apart Social distancing, also called “physical distancing,” means keeping space between yourself and other people outside of your home. To practice social or physical distancing:",pos
gargling with ethanol will prevent/cure ,neg
"The UN WHO has warned of criminal scams involving perpetrators who misrepresent themselves as representatives of the WHO seeking personal information from victims via email or phone.[294] Also, the Federal Communications Commission has warned consumers not to click on links in suspicious emails or give out personal information in emails, text messages or phone calls claiming to be representatives from the CDC.",pos
drinking high-proof alcohol can kill the virus,neg
"Stay home if you feel unwell. If you have a fever, cough and difficulty breathing, seek medical attention and call in advance. Follow the directions of your local health authority.",pos
"Coronavirus: American biological warfare against Russia and China"", claiming that the virus is intended to damage the Chinese economy, weakening its hand in the next round of trade negotiations.",neg
"Indian youth swear by turmeric, crave for Lifebuoy to keep COVID-19 at bay.",neg
Political activist Swami Chakrapani and Member of the Legislative Assembly Suman Haripriya claimed that drinking cow urine and applying cow dung on the body can cure COVID-19.,neg
"We can channel our concerns into actions to protect ourselves, our loved ones and our communities. First and foremost among these actions is regular and thorough hand-washing and good respiratory hygiene. Secondly, keep informed and follow the advice of the local health authorities including any restrictions put in place on travel, movement and gatherings.",pos
"While dry cough, fever, and fatigue can occur with other viral infections, he said muscle aches and pains are distinct signs of the flu, while the common cold may bring on with a runny nose, sore throat, or sneezing.",pos
Riots in London due to unavailability of food leading to lockdown and martial law 3/22,neg
Continue to keep about 6 feet between yourself and others. The cloth face cover is not a substitute for social distancing.,pos
the 1st building of the Huoshenshan Hospital had been completed in 16 hours.,neg
"On March 22, President Trump directed the Secretary of Defense to permit full federal reimbursement, by FEMA, for some states’ use of their National Guard forces.  FEMA has executed a fully reimbursable mission assignment to the Department of Defense, including reimbursement for pay and allowances of National Guard personnel serving in a Title 32 duty status in fulfillment of the FEMA mission assignment. ",pos
Spanish helicopters are spreading medicines against coronavirus,neg
"Ayatollah Hashem Bathaie Golpayegani claimed that ""America is the source of coronavirus, because America went head to head with China and realised it cannot keep up with it economically or militarily.""",neg
"Symptoms could appear as soon as two days after exposure or as long as 14 days later, according to the Centers for Disease Control and Prevention (CDC). A new study led by researchers at the Johns Hopkins Bloomberg School of Public Health shows that the median time for symptoms to show up is about five days. That is why the CDC uses the 14-day quarantine period for people with likely exposure to the new coronavirus.",pos
"The risk of catching COVID-19 from the feces of an infected person appears to be low. While initial investigations suggest the virus may be present in feces in some cases, spread through this route is not a main feature of the outbreak. WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share new findings. Because this is a risk, however, it is another reason to clean hands regularly, after using the bathroom and before eating. ",pos
"WHO advises people of all ages to take steps to protect themselves from the virus, for example by following good hand hygiene and good respiratory hygiene.",pos
"Illness due to COVID-19 infection is generally mild, especially for children and young adults. However, it can cause serious illness: about 1 in every 5 people who catch it need hospital care. It is therefore quite normal for people to worry about how the COVID-19 outbreak will affect them and their loved ones.",pos
"Make sure you, and the people around you, follow good respiratory hygiene. This means covering your mouth and nose with your bent elbow or tissue when you cough or sneeze. Then dispose of the used tissue immediately.",pos
Taking a hot bath does not prevent the new coronavirus disease,pos
"South Korean ""conservative populist"" Jun Kwang-hun told his followers that there was no risk to mass public gatherings as the virus was impossible to contract outdoors.",neg
hot saunas and hair dryers can kill the coronavirus.,neg
"Since its third version, the COVID management guidelines from the National Health Commission recommends using TCM to treat the disease. In Wuhan, the local authorities have pushed for a set of TCM prescriptions to be used for every case since early February. One formula was promoted at the national level by mid February.The local field hospitals were explicitly TCM-oriented. According to state-owned media, as of March 16, 2020, 91.91% of all Hubei patients have used TCM, with the rate reaching 99% in field hospitals and 94% in bulk quarantine areas.",pos
Bill Gates and Vatican have a plan to depopulate world with coronavirus vaccine,neg
"Cover your mouth and nose with a cloth face cover when around others, including when you have to go out in public, for example to the grocery store.",pos
Lemon juice with Chinese mesona is a cure,neg
rinsing your nose with saline will prevent,neg
"Before touching the mask, clean hands with an alcohol-based hand rub or soap and water",pos
Vegetarians are immune,neg
"The World Health Organization (WHO) is monitoring this situation, but it says at present, it does not see a reason not to use ibuprofen. WHO states, “Based on currently available information, WHO does not recommend against the use of ibuprofen. We are consulting with physicians treating COVID-19 patients and are not aware of reports of any negative effects of ibuprofen, beyond the usual known side effects that limit its use in certain populations.”",pos
"For most people, the immediate risk of becoming seriously ill from the virus that causes COVID-19 is thought to be low.",pos
"Ford partnered with General Electric and converted its auto plant in Rawsonville, Michigan to ventilator production in early April and promised to deliver 50,000 by July 4, scaling up production to 7,000-7,200 a week.",pos
Discard the mask in a closed bin immediately after use.,pos
Egypt gave China the vaccine,neg
"Avoid touching eyes, nose and mouth. ",pos
NYC is under martial law 3/20,neg
"On the other hand, if that same large number of patients arrived at the hospital at a slower rate, for example, over the course of several weeks, the line of the graph would look like a longer, flatter curve.",pos
"YouTube announced that it would reduce the amount of content claiming links between 5G and coronavirus.Videos that are conspiratorial about 5G that do not mention coronavirus would not be removed, though they might be considered ""borderline content"", removed from search recommendations and losing advertising revenue.",pos
drinking hot water will kill the virus,neg
COVID-19 is a scripted narrative to force people to stay at home,neg
If you can hold your breath for 10 seconds you don’t have Covid 19,neg
"Former Iranian president Mahmoud Ahmadinejad sent a letter to the United Nations on March 9, claiming that ""it is clear to the world that the mutated coronavirus was produced in lab"" and that COVID-19 is ""a new weapon for establishing and/or maintaining political and economic upper hand in the global arena.""",neg
US military brought the virus to Wuhan on October 2019,neg
Thermal scanners are effective in detecting people who have developed a fever (i.e. have a higher than normal body temperature) because of infection with the new coronavirus.,pos
"Early symptoms reported by some people include fatigue, headache, sore throat or fever. Some people experience a loss of smell or taste. Symptoms can be mild at first, and in some people, become more intense over five to seven days, with cough and shortness of breath worsening if pneumonia develops. But it is important to know that the type and severity of the first symptoms can vary widely from person to person.",pos
Covid 19 is a Russian bioweapon,neg
Ordering or buying products shipped from overseas will make a person sick.,neg
